date_id,date,year,quarter,month,month_name,month_short,year_month,day,day_of_week,day_name,is_weekend,is_month_start,fiscal_year
20231024,2023-10-24,2023,Q4,10,October,Oct,2023-10,24,2,Tuesday,False,False,2023
20231025,2023-10-25,2023,Q4,10,October,Oct,2023-10,25,3,Wednesday,False,False,2023
20231026,2023-10-26,2023,Q4,10,October,Oct,2023-10,26,4,Thursday,False,False,2023
20231027,2023-10-27,2023,Q4,10,October,Oct,2023-10,27,5,Friday,False,False,2023
20231028,2023-10-28,2023,Q4,10,October,Oct,2023-10,28,6,Saturday,True,False,2023
20231029,2023-10-29,2023,Q4,10,October,Oct,2023-10,29,7,Sunday,True,False,2023
20231030,2023-10-30,2023,Q4,10,October,Oct,2023-10,30,1,Monday,False,False,2023
20231031,2023-10-31,2023,Q4,10,October,Oct,2023-10,31,2,Tuesday,False,False,2023
20231101,2023-11-01,2023,Q4,11,November,Nov,2023-11,1,3,Wednesday,False,True,2023
20231102,2023-11-02,2023,Q4,11,November,Nov,2023-11,2,4,Thursday,False,False,2023
20231103,2023-11-03,2023,Q4,11,November,Nov,2023-11,3,5,Friday,False,False,2023
20231104,2023-11-04,2023,Q4,11,November,Nov,2023-11,4,6,Saturday,True,False,2023
20231105,2023-11-05,2023,Q4,11,November,Nov,2023-11,5,7,Sunday,True,False,2023
20231106,2023-11-06,2023,Q4,11,November,Nov,2023-11,6,1,Monday,False,False,2023
20231107,2023-11-07,2023,Q4,11,November,Nov,2023-11,7,2,Tuesday,False,False,2023
20231108,2023-11-08,2023,Q4,11,November,Nov,2023-11,8,3,Wednesday,False,False,2023
20231109,2023-11-09,2023,Q4,11,November,Nov,2023-11,9,4,Thursday,False,False,2023
20231110,2023-11-10,2023,Q4,11,November,Nov,2023-11,10,5,Friday,False,False,2023
20231111,2023-11-11,2023,Q4,11,November,Nov,2023-11,11,6,Saturday,True,False,2023
20231112,2023-11-12,2023,Q4,11,November,Nov,2023-11,12,7,Sunday,True,False,2023
20231113,2023-11-13,2023,Q4,11,November,Nov,2023-11,13,1,Monday,False,False,2023
20231114,2023-11-14,2023,Q4,11,November,Nov,2023-11,14,2,Tuesday,False,False,2023
20231115,2023-11-15,2023,Q4,11,November,Nov,2023-11,15,3,Wednesday,False,False,2023
20231116,2023-11-16,2023,Q4,11,November,Nov,2023-11,16,4,Thursday,False,False,2023
20231117,2023-11-17,2023,Q4,11,November,Nov,2023-11,17,5,Friday,False,False,2023
20231118,2023-11-18,2023,Q4,11,November,Nov,2023-11,18,6,Saturday,True,False,2023
20231119,2023-11-19,2023,Q4,11,November,Nov,2023-11,19,7,Sunday,True,False,2023
20231120,2023-11-20,2023,Q4,11,November,Nov,2023-11,20,1,Monday,False,False,2023
20231121,2023-11-21,2023,Q4,11,November,Nov,2023-11,21,2,Tuesday,False,False,2023
20231122,2023-11-22,2023,Q4,11,November,Nov,2023-11,22,3,Wednesday,False,False,2023
20231123,2023-11-23,2023,Q4,11,November,Nov,2023-11,23,4,Thursday,False,False,2023
20231124,2023-11-24,2023,Q4,11,November,Nov,2023-11,24,5,Friday,False,False,2023
20231125,2023-11-25,2023,Q4,11,November,Nov,2023-11,25,6,Saturday,True,False,2023
20231126,2023-11-26,2023,Q4,11,November,Nov,2023-11,26,7,Sunday,True,False,2023
20231127,2023-11-27,2023,Q4,11,November,Nov,2023-11,27,1,Monday,False,False,2023
20231128,2023-11-28,2023,Q4,11,November,Nov,2023-11,28,2,Tuesday,False,False,2023
20231129,2023-11-29,2023,Q4,11,November,Nov,2023-11,29,3,Wednesday,False,False,2023
20231130,2023-11-30,2023,Q4,11,November,Nov,2023-11,30,4,Thursday,False,False,2023
20231201,2023-12-01,2023,Q4,12,December,Dec,2023-12,1,5,Friday,False,True,2023
20231202,2023-12-02,2023,Q4,12,December,Dec,2023-12,2,6,Saturday,True,False,2023
20231203,2023-12-03,2023,Q4,12,December,Dec,2023-12,3,7,Sunday,True,False,2023
20231204,2023-12-04,2023,Q4,12,December,Dec,2023-12,4,1,Monday,False,False,2023
20231205,2023-12-05,2023,Q4,12,December,Dec,2023-12,5,2,Tuesday,False,False,2023
20231206,2023-12-06,2023,Q4,12,December,Dec,2023-12,6,3,Wednesday,False,False,2023
20231207,2023-12-07,2023,Q4,12,December,Dec,2023-12,7,4,Thursday,False,False,2023
20231208,2023-12-08,2023,Q4,12,December,Dec,2023-12,8,5,Friday,False,False,2023
20231209,2023-12-09,2023,Q4,12,December,Dec,2023-12,9,6,Saturday,True,False,2023
20231210,2023-12-10,2023,Q4,12,December,Dec,2023-12,10,7,Sunday,True,False,2023
20231211,2023-12-11,2023,Q4,12,December,Dec,2023-12,11,1,Monday,False,False,2023
20231212,2023-12-12,2023,Q4,12,December,Dec,2023-12,12,2,Tuesday,False,False,2023
20231213,2023-12-13,2023,Q4,12,December,Dec,2023-12,13,3,Wednesday,False,False,2023
20231214,2023-12-14,2023,Q4,12,December,Dec,2023-12,14,4,Thursday,False,False,2023
20231215,2023-12-15,2023,Q4,12,December,Dec,2023-12,15,5,Friday,False,False,2023
20231216,2023-12-16,2023,Q4,12,December,Dec,2023-12,16,6,Saturday,True,False,2023
20231217,2023-12-17,2023,Q4,12,December,Dec,2023-12,17,7,Sunday,True,False,2023
20231218,2023-12-18,2023,Q4,12,December,Dec,2023-12,18,1,Monday,False,False,2023
20231219,2023-12-19,2023,Q4,12,December,Dec,2023-12,19,2,Tuesday,False,False,2023
20231220,2023-12-20,2023,Q4,12,December,Dec,2023-12,20,3,Wednesday,False,False,2023
20231221,2023-12-21,2023,Q4,12,December,Dec,2023-12,21,4,Thursday,False,False,2023
20231222,2023-12-22,2023,Q4,12,December,Dec,2023-12,22,5,Friday,False,False,2023
20231223,2023-12-23,2023,Q4,12,December,Dec,2023-12,23,6,Saturday,True,False,2023
20231224,2023-12-24,2023,Q4,12,December,Dec,2023-12,24,7,Sunday,True,False,2023
20231225,2023-12-25,2023,Q4,12,December,Dec,2023-12,25,1,Monday,False,False,2023
20231226,2023-12-26,2023,Q4,12,December,Dec,2023-12,26,2,Tuesday,False,False,2023
20231227,2023-12-27,2023,Q4,12,December,Dec,2023-12,27,3,Wednesday,False,False,2023
20231228,2023-12-28,2023,Q4,12,December,Dec,2023-12,28,4,Thursday,False,False,2023
20231229,2023-12-29,2023,Q4,12,December,Dec,2023-12,29,5,Friday,False,False,2023
20231230,2023-12-30,2023,Q4,12,December,Dec,2023-12,30,6,Saturday,True,False,2023
20231231,2023-12-31,2023,Q4,12,December,Dec,2023-12,31,7,Sunday,True,False,2023
20240101,2024-01-01,2024,Q1,1,January,Jan,2024-01,1,1,Monday,False,True,2024
20240102,2024-01-02,2024,Q1,1,January,Jan,2024-01,2,2,Tuesday,False,False,2024
20240103,2024-01-03,2024,Q1,1,January,Jan,2024-01,3,3,Wednesday,False,False,2024
20240104,2024-01-04,2024,Q1,1,January,Jan,2024-01,4,4,Thursday,False,False,2024
20240105,2024-01-05,2024,Q1,1,January,Jan,2024-01,5,5,Friday,False,False,2024
20240106,2024-01-06,2024,Q1,1,January,Jan,2024-01,6,6,Saturday,True,False,2024
20240107,2024-01-07,2024,Q1,1,January,Jan,2024-01,7,7,Sunday,True,False,2024
20240108,2024-01-08,2024,Q1,1,January,Jan,2024-01,8,1,Monday,False,False,2024
20240109,2024-01-09,2024,Q1,1,January,Jan,2024-01,9,2,Tuesday,False,False,2024
20240110,2024-01-10,2024,Q1,1,January,Jan,2024-01,10,3,Wednesday,False,False,2024
20240111,2024-01-11,2024,Q1,1,January,Jan,2024-01,11,4,Thursday,False,False,2024
20240112,2024-01-12,2024,Q1,1,January,Jan,2024-01,12,5,Friday,False,False,2024
20240113,2024-01-13,2024,Q1,1,January,Jan,2024-01,13,6,Saturday,True,False,2024
20240114,2024-01-14,2024,Q1,1,January,Jan,2024-01,14,7,Sunday,True,False,2024
20240115,2024-01-15,2024,Q1,1,January,Jan,2024-01,15,1,Monday,False,False,2024
20240116,2024-01-16,2024,Q1,1,January,Jan,2024-01,16,2,Tuesday,False,False,2024
20240117,2024-01-17,2024,Q1,1,January,Jan,2024-01,17,3,Wednesday,False,False,2024
20240118,2024-01-18,2024,Q1,1,January,Jan,2024-01,18,4,Thursday,False,False,2024
20240119,2024-01-19,2024,Q1,1,January,Jan,2024-01,19,5,Friday,False,False,2024
20240120,2024-01-20,2024,Q1,1,January,Jan,2024-01,20,6,Saturday,True,False,2024
20240121,2024-01-21,2024,Q1,1,January,Jan,2024-01,21,7,Sunday,True,False,2024
20240122,2024-01-22,2024,Q1,1,January,Jan,2024-01,22,1,Monday,False,False,2024
20240123,2024-01-23,2024,Q1,1,January,Jan,2024-01,23,2,Tuesday,False,False,2024
20240124,2024-01-24,2024,Q1,1,January,Jan,2024-01,24,3,Wednesday,False,False,2024
20240125,2024-01-25,2024,Q1,1,January,Jan,2024-01,25,4,Thursday,False,False,2024
20240126,2024-01-26,2024,Q1,1,January,Jan,2024-01,26,5,Friday,False,False,2024
20240127,2024-01-27,2024,Q1,1,January,Jan,2024-01,27,6,Saturday,True,False,2024
20240128,2024-01-28,2024,Q1,1,January,Jan,2024-01,28,7,Sunday,True,False,2024
20240129,2024-01-29,2024,Q1,1,January,Jan,2024-01,29,1,Monday,False,False,2024
20240130,2024-01-30,2024,Q1,1,January,Jan,2024-01,30,2,Tuesday,False,False,2024
20240131,2024-01-31,2024,Q1,1,January,Jan,2024-01,31,3,Wednesday,False,False,2024
20240201,2024-02-01,2024,Q1,2,February,Feb,2024-02,1,4,Thursday,False,True,2024
20240202,2024-02-02,2024,Q1,2,February,Feb,2024-02,2,5,Friday,False,False,2024
20240203,2024-02-03,2024,Q1,2,February,Feb,2024-02,3,6,Saturday,True,False,2024
20240204,2024-02-04,2024,Q1,2,February,Feb,2024-02,4,7,Sunday,True,False,2024
20240205,2024-02-05,2024,Q1,2,February,Feb,2024-02,5,1,Monday,False,False,2024
20240206,2024-02-06,2024,Q1,2,February,Feb,2024-02,6,2,Tuesday,False,False,2024
20240207,2024-02-07,2024,Q1,2,February,Feb,2024-02,7,3,Wednesday,False,False,2024
20240208,2024-02-08,2024,Q1,2,February,Feb,2024-02,8,4,Thursday,False,False,2024
20240209,2024-02-09,2024,Q1,2,February,Feb,2024-02,9,5,Friday,False,False,2024
20240210,2024-02-10,2024,Q1,2,February,Feb,2024-02,10,6,Saturday,True,False,2024
20240211,2024-02-11,2024,Q1,2,February,Feb,2024-02,11,7,Sunday,True,False,2024
20240212,2024-02-12,2024,Q1,2,February,Feb,2024-02,12,1,Monday,False,False,2024
20240213,2024-02-13,2024,Q1,2,February,Feb,2024-02,13,2,Tuesday,False,False,2024
20240214,2024-02-14,2024,Q1,2,February,Feb,2024-02,14,3,Wednesday,False,False,2024
20240215,2024-02-15,2024,Q1,2,February,Feb,2024-02,15,4,Thursday,False,False,2024
20240216,2024-02-16,2024,Q1,2,February,Feb,2024-02,16,5,Friday,False,False,2024
20240217,2024-02-17,2024,Q1,2,February,Feb,2024-02,17,6,Saturday,True,False,2024
20240218,2024-02-18,2024,Q1,2,February,Feb,2024-02,18,7,Sunday,True,False,2024
20240219,2024-02-19,2024,Q1,2,February,Feb,2024-02,19,1,Monday,False,False,2024
20240220,2024-02-20,2024,Q1,2,February,Feb,2024-02,20,2,Tuesday,False,False,2024
20240221,2024-02-21,2024,Q1,2,February,Feb,2024-02,21,3,Wednesday,False,False,2024
20240222,2024-02-22,2024,Q1,2,February,Feb,2024-02,22,4,Thursday,False,False,2024
20240223,2024-02-23,2024,Q1,2,February,Feb,2024-02,23,5,Friday,False,False,2024
20240224,2024-02-24,2024,Q1,2,February,Feb,2024-02,24,6,Saturday,True,False,2024
20240225,2024-02-25,2024,Q1,2,February,Feb,2024-02,25,7,Sunday,True,False,2024
20240226,2024-02-26,2024,Q1,2,February,Feb,2024-02,26,1,Monday,False,False,2024
20240227,2024-02-27,2024,Q1,2,February,Feb,2024-02,27,2,Tuesday,False,False,2024
20240228,2024-02-28,2024,Q1,2,February,Feb,2024-02,28,3,Wednesday,False,False,2024
20240229,2024-02-29,2024,Q1,2,February,Feb,2024-02,29,4,Thursday,False,False,2024
20240301,2024-03-01,2024,Q1,3,March,Mar,2024-03,1,5,Friday,False,True,2024
20240302,2024-03-02,2024,Q1,3,March,Mar,2024-03,2,6,Saturday,True,False,2024
20240303,2024-03-03,2024,Q1,3,March,Mar,2024-03,3,7,Sunday,True,False,2024
20240304,2024-03-04,2024,Q1,3,March,Mar,2024-03,4,1,Monday,False,False,2024
20240305,2024-03-05,2024,Q1,3,March,Mar,2024-03,5,2,Tuesday,False,False,2024
20240306,2024-03-06,2024,Q1,3,March,Mar,2024-03,6,3,Wednesday,False,False,2024
20240307,2024-03-07,2024,Q1,3,March,Mar,2024-03,7,4,Thursday,False,False,2024
20240308,2024-03-08,2024,Q1,3,March,Mar,2024-03,8,5,Friday,False,False,2024
20240309,2024-03-09,2024,Q1,3,March,Mar,2024-03,9,6,Saturday,True,False,2024
20240310,2024-03-10,2024,Q1,3,March,Mar,2024-03,10,7,Sunday,True,False,2024
20240311,2024-03-11,2024,Q1,3,March,Mar,2024-03,11,1,Monday,False,False,2024
20240312,2024-03-12,2024,Q1,3,March,Mar,2024-03,12,2,Tuesday,False,False,2024
20240313,2024-03-13,2024,Q1,3,March,Mar,2024-03,13,3,Wednesday,False,False,2024
20240314,2024-03-14,2024,Q1,3,March,Mar,2024-03,14,4,Thursday,False,False,2024
20240315,2024-03-15,2024,Q1,3,March,Mar,2024-03,15,5,Friday,False,False,2024
20240316,2024-03-16,2024,Q1,3,March,Mar,2024-03,16,6,Saturday,True,False,2024
20240317,2024-03-17,2024,Q1,3,March,Mar,2024-03,17,7,Sunday,True,False,2024
20240318,2024-03-18,2024,Q1,3,March,Mar,2024-03,18,1,Monday,False,False,2024
20240319,2024-03-19,2024,Q1,3,March,Mar,2024-03,19,2,Tuesday,False,False,2024
20240320,2024-03-20,2024,Q1,3,March,Mar,2024-03,20,3,Wednesday,False,False,2024
20240321,2024-03-21,2024,Q1,3,March,Mar,2024-03,21,4,Thursday,False,False,2024
20240322,2024-03-22,2024,Q1,3,March,Mar,2024-03,22,5,Friday,False,False,2024
20240323,2024-03-23,2024,Q1,3,March,Mar,2024-03,23,6,Saturday,True,False,2024
20240324,2024-03-24,2024,Q1,3,March,Mar,2024-03,24,7,Sunday,True,False,2024
20240325,2024-03-25,2024,Q1,3,March,Mar,2024-03,25,1,Monday,False,False,2024
20240326,2024-03-26,2024,Q1,3,March,Mar,2024-03,26,2,Tuesday,False,False,2024
20240327,2024-03-27,2024,Q1,3,March,Mar,2024-03,27,3,Wednesday,False,False,2024
20240328,2024-03-28,2024,Q1,3,March,Mar,2024-03,28,4,Thursday,False,False,2024
20240329,2024-03-29,2024,Q1,3,March,Mar,2024-03,29,5,Friday,False,False,2024
20240330,2024-03-30,2024,Q1,3,March,Mar,2024-03,30,6,Saturday,True,False,2024
20240331,2024-03-31,2024,Q1,3,March,Mar,2024-03,31,7,Sunday,True,False,2024
20240401,2024-04-01,2024,Q2,4,April,Apr,2024-04,1,1,Monday,False,True,2024
20240402,2024-04-02,2024,Q2,4,April,Apr,2024-04,2,2,Tuesday,False,False,2024
20240403,2024-04-03,2024,Q2,4,April,Apr,2024-04,3,3,Wednesday,False,False,2024
20240404,2024-04-04,2024,Q2,4,April,Apr,2024-04,4,4,Thursday,False,False,2024
20240405,2024-04-05,2024,Q2,4,April,Apr,2024-04,5,5,Friday,False,False,2024
20240406,2024-04-06,2024,Q2,4,April,Apr,2024-04,6,6,Saturday,True,False,2024
20240407,2024-04-07,2024,Q2,4,April,Apr,2024-04,7,7,Sunday,True,False,2024
20240408,2024-04-08,2024,Q2,4,April,Apr,2024-04,8,1,Monday,False,False,2024
20240409,2024-04-09,2024,Q2,4,April,Apr,2024-04,9,2,Tuesday,False,False,2024
20240410,2024-04-10,2024,Q2,4,April,Apr,2024-04,10,3,Wednesday,False,False,2024
20240411,2024-04-11,2024,Q2,4,April,Apr,2024-04,11,4,Thursday,False,False,2024
20240412,2024-04-12,2024,Q2,4,April,Apr,2024-04,12,5,Friday,False,False,2024
20240413,2024-04-13,2024,Q2,4,April,Apr,2024-04,13,6,Saturday,True,False,2024
20240414,2024-04-14,2024,Q2,4,April,Apr,2024-04,14,7,Sunday,True,False,2024
20240415,2024-04-15,2024,Q2,4,April,Apr,2024-04,15,1,Monday,False,False,2024
20240416,2024-04-16,2024,Q2,4,April,Apr,2024-04,16,2,Tuesday,False,False,2024
20240417,2024-04-17,2024,Q2,4,April,Apr,2024-04,17,3,Wednesday,False,False,2024
20240418,2024-04-18,2024,Q2,4,April,Apr,2024-04,18,4,Thursday,False,False,2024
20240419,2024-04-19,2024,Q2,4,April,Apr,2024-04,19,5,Friday,False,False,2024
20240420,2024-04-20,2024,Q2,4,April,Apr,2024-04,20,6,Saturday,True,False,2024
20240421,2024-04-21,2024,Q2,4,April,Apr,2024-04,21,7,Sunday,True,False,2024
20240422,2024-04-22,2024,Q2,4,April,Apr,2024-04,22,1,Monday,False,False,2024
20240423,2024-04-23,2024,Q2,4,April,Apr,2024-04,23,2,Tuesday,False,False,2024
20240424,2024-04-24,2024,Q2,4,April,Apr,2024-04,24,3,Wednesday,False,False,2024
20240425,2024-04-25,2024,Q2,4,April,Apr,2024-04,25,4,Thursday,False,False,2024
20240426,2024-04-26,2024,Q2,4,April,Apr,2024-04,26,5,Friday,False,False,2024
20240427,2024-04-27,2024,Q2,4,April,Apr,2024-04,27,6,Saturday,True,False,2024
20240428,2024-04-28,2024,Q2,4,April,Apr,2024-04,28,7,Sunday,True,False,2024
20240429,2024-04-29,2024,Q2,4,April,Apr,2024-04,29,1,Monday,False,False,2024
20240430,2024-04-30,2024,Q2,4,April,Apr,2024-04,30,2,Tuesday,False,False,2024
20240501,2024-05-01,2024,Q2,5,May,May,2024-05,1,3,Wednesday,False,True,2024
20240502,2024-05-02,2024,Q2,5,May,May,2024-05,2,4,Thursday,False,False,2024
20240503,2024-05-03,2024,Q2,5,May,May,2024-05,3,5,Friday,False,False,2024
20240504,2024-05-04,2024,Q2,5,May,May,2024-05,4,6,Saturday,True,False,2024
20240505,2024-05-05,2024,Q2,5,May,May,2024-05,5,7,Sunday,True,False,2024
20240506,2024-05-06,2024,Q2,5,May,May,2024-05,6,1,Monday,False,False,2024
20240507,2024-05-07,2024,Q2,5,May,May,2024-05,7,2,Tuesday,False,False,2024
20240508,2024-05-08,2024,Q2,5,May,May,2024-05,8,3,Wednesday,False,False,2024
20240509,2024-05-09,2024,Q2,5,May,May,2024-05,9,4,Thursday,False,False,2024
20240510,2024-05-10,2024,Q2,5,May,May,2024-05,10,5,Friday,False,False,2024
20240511,2024-05-11,2024,Q2,5,May,May,2024-05,11,6,Saturday,True,False,2024
20240512,2024-05-12,2024,Q2,5,May,May,2024-05,12,7,Sunday,True,False,2024
20240513,2024-05-13,2024,Q2,5,May,May,2024-05,13,1,Monday,False,False,2024
20240514,2024-05-14,2024,Q2,5,May,May,2024-05,14,2,Tuesday,False,False,2024
20240515,2024-05-15,2024,Q2,5,May,May,2024-05,15,3,Wednesday,False,False,2024
20240516,2024-05-16,2024,Q2,5,May,May,2024-05,16,4,Thursday,False,False,2024
20240517,2024-05-17,2024,Q2,5,May,May,2024-05,17,5,Friday,False,False,2024
20240518,2024-05-18,2024,Q2,5,May,May,2024-05,18,6,Saturday,True,False,2024
20240519,2024-05-19,2024,Q2,5,May,May,2024-05,19,7,Sunday,True,False,2024
20240520,2024-05-20,2024,Q2,5,May,May,2024-05,20,1,Monday,False,False,2024
20240521,2024-05-21,2024,Q2,5,May,May,2024-05,21,2,Tuesday,False,False,2024
20240522,2024-05-22,2024,Q2,5,May,May,2024-05,22,3,Wednesday,False,False,2024
20240523,2024-05-23,2024,Q2,5,May,May,2024-05,23,4,Thursday,False,False,2024
20240524,2024-05-24,2024,Q2,5,May,May,2024-05,24,5,Friday,False,False,2024
20240525,2024-05-25,2024,Q2,5,May,May,2024-05,25,6,Saturday,True,False,2024
20240526,2024-05-26,2024,Q2,5,May,May,2024-05,26,7,Sunday,True,False,2024
20240527,2024-05-27,2024,Q2,5,May,May,2024-05,27,1,Monday,False,False,2024
20240528,2024-05-28,2024,Q2,5,May,May,2024-05,28,2,Tuesday,False,False,2024
20240529,2024-05-29,2024,Q2,5,May,May,2024-05,29,3,Wednesday,False,False,2024
20240530,2024-05-30,2024,Q2,5,May,May,2024-05,30,4,Thursday,False,False,2024
20240531,2024-05-31,2024,Q2,5,May,May,2024-05,31,5,Friday,False,False,2024
20240601,2024-06-01,2024,Q2,6,June,Jun,2024-06,1,6,Saturday,True,True,2024
20240602,2024-06-02,2024,Q2,6,June,Jun,2024-06,2,7,Sunday,True,False,2024
20240603,2024-06-03,2024,Q2,6,June,Jun,2024-06,3,1,Monday,False,False,2024
20240604,2024-06-04,2024,Q2,6,June,Jun,2024-06,4,2,Tuesday,False,False,2024
20240605,2024-06-05,2024,Q2,6,June,Jun,2024-06,5,3,Wednesday,False,False,2024
20240606,2024-06-06,2024,Q2,6,June,Jun,2024-06,6,4,Thursday,False,False,2024
20240607,2024-06-07,2024,Q2,6,June,Jun,2024-06,7,5,Friday,False,False,2024
20240608,2024-06-08,2024,Q2,6,June,Jun,2024-06,8,6,Saturday,True,False,2024
20240609,2024-06-09,2024,Q2,6,June,Jun,2024-06,9,7,Sunday,True,False,2024
20240610,2024-06-10,2024,Q2,6,June,Jun,2024-06,10,1,Monday,False,False,2024
20240611,2024-06-11,2024,Q2,6,June,Jun,2024-06,11,2,Tuesday,False,False,2024
20240612,2024-06-12,2024,Q2,6,June,Jun,2024-06,12,3,Wednesday,False,False,2024
20240613,2024-06-13,2024,Q2,6,June,Jun,2024-06,13,4,Thursday,False,False,2024
20240614,2024-06-14,2024,Q2,6,June,Jun,2024-06,14,5,Friday,False,False,2024
20240615,2024-06-15,2024,Q2,6,June,Jun,2024-06,15,6,Saturday,True,False,2024
20240616,2024-06-16,2024,Q2,6,June,Jun,2024-06,16,7,Sunday,True,False,2024
20240617,2024-06-17,2024,Q2,6,June,Jun,2024-06,17,1,Monday,False,False,2024
20240618,2024-06-18,2024,Q2,6,June,Jun,2024-06,18,2,Tuesday,False,False,2024
20240619,2024-06-19,2024,Q2,6,June,Jun,2024-06,19,3,Wednesday,False,False,2024
20240620,2024-06-20,2024,Q2,6,June,Jun,2024-06,20,4,Thursday,False,False,2024
20240621,2024-06-21,2024,Q2,6,June,Jun,2024-06,21,5,Friday,False,False,2024
20240622,2024-06-22,2024,Q2,6,June,Jun,2024-06,22,6,Saturday,True,False,2024
20240623,2024-06-23,2024,Q2,6,June,Jun,2024-06,23,7,Sunday,True,False,2024
20240624,2024-06-24,2024,Q2,6,June,Jun,2024-06,24,1,Monday,False,False,2024
20240625,2024-06-25,2024,Q2,6,June,Jun,2024-06,25,2,Tuesday,False,False,2024
20240626,2024-06-26,2024,Q2,6,June,Jun,2024-06,26,3,Wednesday,False,False,2024
20240627,2024-06-27,2024,Q2,6,June,Jun,2024-06,27,4,Thursday,False,False,2024
20240628,2024-06-28,2024,Q2,6,June,Jun,2024-06,28,5,Friday,False,False,2024
20240629,2024-06-29,2024,Q2,6,June,Jun,2024-06,29,6,Saturday,True,False,2024
20240630,2024-06-30,2024,Q2,6,June,Jun,2024-06,30,7,Sunday,True,False,2024
20240701,2024-07-01,2024,Q3,7,July,Jul,2024-07,1,1,Monday,False,True,2024
20240702,2024-07-02,2024,Q3,7,July,Jul,2024-07,2,2,Tuesday,False,False,2024
20240703,2024-07-03,2024,Q3,7,July,Jul,2024-07,3,3,Wednesday,False,False,2024
20240704,2024-07-04,2024,Q3,7,July,Jul,2024-07,4,4,Thursday,False,False,2024
20240705,2024-07-05,2024,Q3,7,July,Jul,2024-07,5,5,Friday,False,False,2024
20240706,2024-07-06,2024,Q3,7,July,Jul,2024-07,6,6,Saturday,True,False,2024
20240707,2024-07-07,2024,Q3,7,July,Jul,2024-07,7,7,Sunday,True,False,2024
20240708,2024-07-08,2024,Q3,7,July,Jul,2024-07,8,1,Monday,False,False,2024
20240709,2024-07-09,2024,Q3,7,July,Jul,2024-07,9,2,Tuesday,False,False,2024
20240710,2024-07-10,2024,Q3,7,July,Jul,2024-07,10,3,Wednesday,False,False,2024
20240711,2024-07-11,2024,Q3,7,July,Jul,2024-07,11,4,Thursday,False,False,2024
20240712,2024-07-12,2024,Q3,7,July,Jul,2024-07,12,5,Friday,False,False,2024
20240713,2024-07-13,2024,Q3,7,July,Jul,2024-07,13,6,Saturday,True,False,2024
20240714,2024-07-14,2024,Q3,7,July,Jul,2024-07,14,7,Sunday,True,False,2024
20240715,2024-07-15,2024,Q3,7,July,Jul,2024-07,15,1,Monday,False,False,2024
20240716,2024-07-16,2024,Q3,7,July,Jul,2024-07,16,2,Tuesday,False,False,2024
20240717,2024-07-17,2024,Q3,7,July,Jul,2024-07,17,3,Wednesday,False,False,2024
20240718,2024-07-18,2024,Q3,7,July,Jul,2024-07,18,4,Thursday,False,False,2024
20240719,2024-07-19,2024,Q3,7,July,Jul,2024-07,19,5,Friday,False,False,2024
20240720,2024-07-20,2024,Q3,7,July,Jul,2024-07,20,6,Saturday,True,False,2024
20240721,2024-07-21,2024,Q3,7,July,Jul,2024-07,21,7,Sunday,True,False,2024
20240722,2024-07-22,2024,Q3,7,July,Jul,2024-07,22,1,Monday,False,False,2024
20240723,2024-07-23,2024,Q3,7,July,Jul,2024-07,23,2,Tuesday,False,False,2024
20240724,2024-07-24,2024,Q3,7,July,Jul,2024-07,24,3,Wednesday,False,False,2024
20240725,2024-07-25,2024,Q3,7,July,Jul,2024-07,25,4,Thursday,False,False,2024
20240726,2024-07-26,2024,Q3,7,July,Jul,2024-07,26,5,Friday,False,False,2024
20240727,2024-07-27,2024,Q3,7,July,Jul,2024-07,27,6,Saturday,True,False,2024
20240728,2024-07-28,2024,Q3,7,July,Jul,2024-07,28,7,Sunday,True,False,2024
20240729,2024-07-29,2024,Q3,7,July,Jul,2024-07,29,1,Monday,False,False,2024
20240730,2024-07-30,2024,Q3,7,July,Jul,2024-07,30,2,Tuesday,False,False,2024
20240731,2024-07-31,2024,Q3,7,July,Jul,2024-07,31,3,Wednesday,False,False,2024
20240801,2024-08-01,2024,Q3,8,August,Aug,2024-08,1,4,Thursday,False,True,2024
20240802,2024-08-02,2024,Q3,8,August,Aug,2024-08,2,5,Friday,False,False,2024
20240803,2024-08-03,2024,Q3,8,August,Aug,2024-08,3,6,Saturday,True,False,2024
20240804,2024-08-04,2024,Q3,8,August,Aug,2024-08,4,7,Sunday,True,False,2024
20240805,2024-08-05,2024,Q3,8,August,Aug,2024-08,5,1,Monday,False,False,2024
20240806,2024-08-06,2024,Q3,8,August,Aug,2024-08,6,2,Tuesday,False,False,2024
20240807,2024-08-07,2024,Q3,8,August,Aug,2024-08,7,3,Wednesday,False,False,2024
20240808,2024-08-08,2024,Q3,8,August,Aug,2024-08,8,4,Thursday,False,False,2024
20240809,2024-08-09,2024,Q3,8,August,Aug,2024-08,9,5,Friday,False,False,2024
20240810,2024-08-10,2024,Q3,8,August,Aug,2024-08,10,6,Saturday,True,False,2024
20240811,2024-08-11,2024,Q3,8,August,Aug,2024-08,11,7,Sunday,True,False,2024
20240812,2024-08-12,2024,Q3,8,August,Aug,2024-08,12,1,Monday,False,False,2024
20240813,2024-08-13,2024,Q3,8,August,Aug,2024-08,13,2,Tuesday,False,False,2024
20240814,2024-08-14,2024,Q3,8,August,Aug,2024-08,14,3,Wednesday,False,False,2024
20240815,2024-08-15,2024,Q3,8,August,Aug,2024-08,15,4,Thursday,False,False,2024
