date,cost_center_id,account_id,budget_amount
2024-08-01,8000,5900,-8111.25
2024-08-01,8000,6000,-6260.62
2024-08-01,8000,6200,-2632.5
2024-09-01,1000,5000,-584325.0
2024-09-01,1000,5100,-36382.5
2024-09-01,1000,5300,-35721.0
2024-09-01,1000,5500,-162067.5
2024-09-01,1000,6100,-36486.45
2024-09-01,1000,6200,-4914.0
2024-09-01,2000,5100,-29767.5
2024-09-01,2000,5500,-32413.5
2024-09-01,2000,6200,-2457.0
2024-09-01,3000,5200,-75127.5
2024-09-01,3000,5300,-15309.0
2024-09-01,3000,5500,-41674.5
2024-09-01,3000,6200,-2948.4
2024-09-01,4000,4000,1263937.5
2024-09-01,4000,4100,337050.0
2024-09-01,4000,4200,81112.5
2024-09-01,4000,5500,-74088.0
2024-09-01,4000,5800,-10914.75
2024-09-01,4000,6200,-3685.5
2024-09-01,5000,5500,-23152.5
2024-09-01,5000,5700,-40950.0
2024-09-01,5000,5800,-3969.0
2024-09-01,5000,6200,-2457.0
2024-09-01,6000,5500,-41674.5
2024-09-01,6000,5600,-37800.0
2024-09-01,6000,6000,-8764.88
2024-09-01,6000,6100,-19646.55
2024-09-01,6000,6200,-2457.0
2024-09-01,7000,5500,-37044.0
2024-09-01,7000,5800,-4961.25
2024-09-01,7000,6000,-7512.75
2024-09-01,7000,6200,-1965.6
2024-09-01,8000,5400,-20884.5
2024-09-01,8000,5500,-50935.5
2024-09-01,8000,5900,-11355.75
2024-09-01,8000,6000,-8764.88
2024-09-01,8000,6200,-3685.5
2024-10-01,1000,5000,-601020.0
2024-10-01,1000,5100,-37422.0
2024-10-01,1000,5300,-36741.6
2024-10-01,1000,5500,-166698.0
2024-10-01,1000,6100,-37528.92
2024-10-01,1000,6200,-5054.4
2024-10-01,2000,5100,-30618.0
2024-10-01,2000,5500,-33339.6
2024-10-01,2000,6200,-2527.2
2024-10-01,3000,5200,-77274.0
2024-10-01,3000,5300,-15746.4
2024-10-01,3000,5500,-42865.2
2024-10-01,3000,6200,-3032.64
2024-10-01,4000,4000,1300050.0
2024-10-01,4000,4100,346680.0
2024-10-01,4000,4200,83430.0
2024-10-01,4000,5500,-76204.8
2024-10-01,4000,5800,-11226.6
2024-10-01,4000,6200,-3790.8
2024-10-01,5000,5500,-23814.0
2024-10-01,5000,5700,-42120.0
2024-10-01,5000,5800,-4082.4
2024-10-01,5000,6200,-2527.2
2024-10-01,6000,5500,-42865.2
2024-10-01,6000,5600,-38880.0
2024-10-01,6000,6000,-9015.3
2024-10-01,6000,6100,-20207.88
2024-10-01,6000,6200,-2527.2
2024-10-01,7000,5500,-38102.4
2024-10-01,7000,5800,-5103.0
2024-10-01,7000,6000,-7727.4
2024-10-01,7000,6200,-2021.76
2024-10-01,8000,5400,-21481.2
2024-10-01,8000,5500,-52390.8
2024-10-01,8000,5900,-11680.2
2024-10-01,8000,6000,-9015.3
2024-10-01,8000,6200,-3790.8
2024-11-01,1000,5000,-612150.0
2024-11-01,1000,5100,-38115.0
2024-11-01,1000,5300,-37422.0
2024-11-01,1000,5500,-169785.0
2024-11-01,1000,6100,-38223.9
2024-11-01,1000,6200,-5148.0
2024-11-01,2000,5100,-31185.0
2024-11-01,2000,5500,-33957.0
2024-11-01,2000,6200,-2574.0
2024-11-01,3000,5200,-78705.0
2024-11-01,3000,5300,-16038.0
2024-11-01,3000,5500,-43659.0
2024-11-01,3000,6200,-3088.8
2024-11-01,4000,4000,1324125.0
2024-11-01,4000,4100,353100.0
2024-11-01,4000,4200,84975.0
2024-11-01,4000,5500,-77616.0
2024-11-01,4000,5800,-11434.5
2024-11-01,4000,6200,-3861.0
2024-11-01,5000,5500,-24255.0
2024-11-01,5000,5700,-42900.0
2024-11-01,5000,5800,-4158.0
2024-11-01,5000,6200,-2574.0
2024-11-01,6000,5500,-43659.0
2024-11-01,6000,5600,-39600.0
2024-11-01,6000,6000,-9182.25
2024-11-01,6000,6100,-20582.1
2024-11-01,6000,6200,-2574.0
2024-11-01,7000,5500,-38808.0
2024-11-01,7000,5800,-5197.5
2024-11-01,7000,6000,-7870.5
2024-11-01,7000,6200,-2059.2
2024-11-01,8000,5400,-21879.0
2024-11-01,8000,5500,-53361.0
2024-11-01,8000,5900,-11896.5
2024-11-01,8000,6000,-9182.25
2024-11-01,8000,6200,-3861.0
2024-12-01,1000,5000,-606585.0
2024-12-01,1000,5100,-37768.5
2024-12-01,1000,5300,-37081.8
2024-12-01,1000,5500,-168241.5
2024-12-01,1000,6100,-37876.41
2024-12-01,1000,6200,-5101.2
2024-12-01,2000,5100,-30901.5
2024-12-01,2000,5500,-33648.3
2024-12-01,2000,6200,-2550.6
2024-12-01,3000,5200,-77989.5
2024-12-01,3000,5300,-15892.2
2024-12-01,3000,5500,-43262.1
2024-12-01,3000,6200,-3060.72
2024-12-01,4000,4000,1312087.5
2024-12-01,4000,4100,349890.0
2024-12-01,4000,4200,84202.5
2024-12-01,4000,5500,-76910.4
2024-12-01,4000,5800,-11330.55
2024-12-01,4000,6200,-3825.9
2024-12-01,5000,5500,-24034.5
2024-12-01,5000,5700,-42510.0
2024-12-01,5000,5800,-4120.2
2024-12-01,5000,6200,-2550.6
2024-12-01,6000,5500,-43262.1
2024-12-01,6000,5600,-39240.0
2024-12-01,6000,6000,-9098.78
2024-12-01,6000,6100,-20394.99
2024-12-01,6000,6200,-2550.6
2024-12-01,7000,5500,-38455.2
2024-12-01,7000,5800,-5150.25
2024-12-01,7000,6000,-7798.95
2024-12-01,7000,6200,-2040.48
2024-12-01,8000,5400,-21680.1
2024-12-01,8000,5500,-52875.9
2024-12-01,8000,5900,-11788.35
2024-12-01,8000,6000,-9098.78
2024-12-01,8000,6200,-3825.9
2025-01-01,1000,5000,-555108.75
2025-01-01,1000,5100,-34234.2
2025-01-01,1000,5300,-33934.95
2025-01-01,1000,5500,-153964.13
2025-01-01,1000,6100,-34992.24
2025-01-01,1000,6200,-4623.84
2025-01-01,2000,5100,-28009.8
2025-01-01,2000,5500,-30792.83
2025-01-01,2000,6200,-2311.92
2025-01-01,3000,5200,-71371.13
2025-01-01,3000,5300,-14543.55
2025-01-01,3000,5500,-39590.78
2025-01-01,3000,6200,-2774.3
2025-01-01,4000,4000,1200740.63
2025-01-01,4000,4100,320197.5
2025-01-01,4000,4200,74855.25
2025-01-01,4000,5500,-70383.6
2025-01-01,4000,5800,-10270.26
2025-01-01,4000,6200,-3467.88
2025-01-01,5000,5500,-21994.88
2025-01-01,5000,5700,-38161.5
2025-01-01,5000,5800,-3734.64
2025-01-01,5000,6200,-2311.92
2025-01-01,6000,5500,-39590.78
2025-01-01,6000,5600,-37620.0
2025-01-01,6000,6000,-8326.63
2025-01-01,6000,6100,-18841.98
2025-01-01,6000,6200,-2311.92
2025-01-01,7000,5500,-35191.8
2025-01-01,7000,5800,-4668.3
2025-01-01,7000,6000,-7137.11
2025-01-01,7000,6200,-1849.54
2025-01-01,8000,5400,-19273.41
2025-01-01,8000,5500,-48388.73
2025-01-01,8000,5900,-10582.48
2025-01-01,8000,6000,-8326.63
2025-01-01,8000,6200,-3467.88
2025-02-01,1000,5000,-555108.75
2025-02-01,1000,5100,-34234.2
2025-02-01,1000,5300,-33934.95
2025-02-01,1000,5500,-153964.13
2025-02-01,1000,6100,-34992.24
2025-02-01,1000,6200,-4623.84
2025-02-01,2000,5100,-28009.8
2025-02-01,2000,5500,-30792.83
2025-02-01,2000,6200,-2311.92
2025-02-01,3000,5200,-71371.13
2025-02-01,3000,5300,-14543.55
2025-02-01,3000,5500,-39590.78
2025-02-01,3000,6200,-2774.3
2025-02-01,4000,4000,1200740.63
2025-02-01,4000,4100,320197.5
2025-02-01,4000,4200,74855.25
2025-02-01,4000,5500,-70383.6
2025-02-01,4000,5800,-10270.26
2025-02-01,4000,6200,-3467.88
2025-02-01,5000,5500,-21994.88
2025-02-01,5000,5700,-38161.5
2025-02-01,5000,5800,-3734.64
2025-02-01,5000,6200,-2311.92
2025-02-01,6000,5500,-39590.78
2025-02-01,6000,5600,-37620.0
2025-02-01,6000,6000,-8326.63
2025-02-01,6000,6100,-18841.98
2025-02-01,6000,6200,-2311.92
2025-02-01,7000,5500,-35191.8
2025-02-01,7000,5800,-4668.3
2025-02-01,7000,6000,-7137.11
2025-02-01,7000,6200,-1849.54
2025-02-01,8000,5400,-19273.41
2025-02-01,8000,5500,-48388.73
2025-02-01,8000,5900,-10582.48
2025-02-01,8000,6000,-8326.63
2025-02-01,8000,6200,-3467.88
2025-03-01,1000,5000,-596011.5
2025-03-01,1000,5100,-36756.72
2025-03-01,1000,5300,-36435.42
2025-03-01,1000,5500,-165308.85
2025-03-01,1000,6100,-37570.62
2025-03-01,1000,6200,-4964.54
2025-03-01,2000,5100,-30073.68
2025-03-01,2000,5500,-33061.77
2025-03-01,2000,6200,-2482.27
2025-03-01,3000,5200,-76630.05
2025-03-01,3000,5300,-15615.18
2025-03-01,3000,5500,-42507.99
2025-03-01,3000,6200,-2978.73
2025-03-01,4000,4000,1289216.25
2025-03-01,4000,4100,343791.0
2025-03-01,4000,4200,80370.9
2025-03-01,4000,5500,-75569.76
2025-03-01,4000,5800,-11027.02
2025-03-01,4000,6200,-3723.41
2025-03-01,5000,5500,-23615.55
2025-03-01,5000,5700,-40973.4
2025-03-01,5000,5800,-4009.82
2025-03-01,5000,6200,-2482.27
2025-03-01,6000,5500,-42507.99
2025-03-01,6000,5600,-40392.0
2025-03-01,6000,6000,-8940.17
2025-03-01,6000,6100,-20230.33
2025-03-01,6000,6200,-2482.27
2025-03-01,7000,5500,-37784.88
2025-03-01,7000,5800,-5012.28
2025-03-01,7000,6000,-7663.01
2025-03-01,7000,6200,-1985.82
2025-03-01,8000,5400,-20693.56
2025-03-01,8000,5500,-51954.21
2025-03-01,8000,5900,-11362.24
2025-03-01,8000,6000,-8940.17
2025-03-01,8000,6200,-3723.41
2025-04-01,1000,5000,-584325.0
2025-04-01,1000,5100,-36036.0
2025-04-01,1000,5300,-35721.0
2025-04-01,1000,5500,-162067.5
2025-04-01,1000,6100,-36833.94
2025-04-01,1000,6200,-4867.2
2025-04-01,2000,5100,-29484.0
2025-04-01,2000,5500,-32413.5
2025-04-01,2000,6200,-2433.6
2025-04-01,3000,5200,-75127.5
2025-04-01,3000,5300,-15309.0
2025-04-01,3000,5500,-41674.5
2025-04-01,3000,6200,-2920.32
2025-04-01,4000,4000,1263937.5
2025-04-01,4000,4100,337050.0
2025-04-01,4000,4200,78795.0
2025-04-01,4000,5500,-74088.0
2025-04-01,4000,5800,-10810.8
2025-04-01,4000,6200,-3650.4
2025-04-01,5000,5500,-23152.5
2025-04-01,5000,5700,-40170.0
2025-04-01,5000,5800,-3931.2
2025-04-01,5000,6200,-2433.6
2025-04-01,6000,5500,-41674.5
2025-04-01,6000,5600,-39600.0
2025-04-01,6000,6000,-8764.88
2025-04-01,6000,6100,-19833.66
2025-04-01,6000,6200,-2433.6
2025-04-01,7000,5500,-37044.0
2025-04-01,7000,5800,-4914.0
2025-04-01,7000,6000,-7512.75
2025-04-01,7000,6200,-1946.88
2025-04-01,8000,5400,-20287.8
2025-04-01,8000,5500,-50935.5
2025-04-01,8000,5900,-11139.45
2025-04-01,8000,6000,-8764.88
2025-04-01,8000,6200,-3650.4
2025-05-01,1000,5000,-584325.0
2025-05-01,1000,5100,-36036.0
2025-05-01,1000,5300,-35721.0
2025-05-01,1000,5500,-162067.5
2025-05-01,1000,6100,-36833.94
2025-05-01,1000,6200,-4867.2
2025-05-01,2000,5100,-29484.0
2025-05-01,2000,5500,-32413.5
2025-05-01,2000,6200,-2433.6
2025-05-01,3000,5200,-75127.5
2025-05-01,3000,5300,-15309.0
2025-05-01,3000,5500,-41674.5
2025-05-01,3000,6200,-2920.32
2025-05-01,4000,4000,1263937.5
2025-05-01,4000,4100,337050.0
2025-05-01,4000,4200,78795.0
2025-05-01,4000,5500,-74088.0
2025-05-01,4000,5800,-10810.8
2025-05-01,4000,6200,-3650.4
2025-05-01,5000,5500,-23152.5
2025-05-01,5000,5700,-40170.0
2025-05-01,5000,5800,-3931.2
2025-05-01,5000,6200,-2433.6
2025-05-01,6000,5500,-41674.5
2025-05-01,6000,5600,-39600.0
2025-05-01,6000,6000,-8764.88
2025-05-01,6000,6100,-19833.66
2025-05-01,6000,6200,-2433.6
2025-05-01,7000,5500,-37044.0
2025-05-01,7000,5800,-4914.0
2025-05-01,7000,6000,-7512.75
2025-05-01,7000,6200,-1946.88
2025-05-01,8000,5400,-20287.8
2025-05-01,8000,5500,-50935.5
2025-05-01,8000,5900,-11139.45
2025-05-01,8000,6000,-8764.88
2025-05-01,8000,6200,-3650.4
2025-06-01,1000,5000,-601854.75
2025-06-01,1000,5100,-37117.08
2025-06-01,1000,5300,-36792.63
2025-06-01,1000,5500,-166929.53
2025-06-01,1000,6100,-37938.96
2025-06-01,1000,6200,-5013.22
2025-06-01,2000,5100,-30368.52
2025-06-01,2000,5500,-33385.91
2025-06-01,2000,6200,-2506.61
2025-06-01,3000,5200,-77381.33
2025-06-01,3000,5300,-15768.27
2025-06-01,3000,5500,-42924.74
2025-06-01,3000,6200,-3007.93
2025-06-01,4000,4000,1301855.63
2025-06-01,4000,4100,347161.5
2025-06-01,4000,4200,81158.85
2025-06-01,4000,5500,-76310.64
2025-06-01,4000,5800,-11135.12
2025-06-01,4000,6200,-3759.91
2025-06-01,5000,5500,-23847.08
2025-06-01,5000,5700,-41375.1
2025-06-01,5000,5800,-4049.14
2025-06-01,5000,6200,-2506.61
2025-06-01,6000,5500,-42924.74
2025-06-01,6000,5600,-40788.0
2025-06-01,6000,6000,-9027.82
2025-06-01,6000,6100,-20428.67
2025-06-01,6000,6200,-2506.61
2025-06-01,7000,5500,-38155.32
2025-06-01,7000,5800,-5061.42
2025-06-01,7000,6000,-7738.13
2025-06-01,7000,6200,-2005.29
2025-06-01,8000,5400,-20896.43
2025-06-01,8000,5500,-52463.57
2025-06-01,8000,5900,-11473.63
2025-06-01,8000,6000,-9027.82
2025-06-01,8000,6200,-3759.91
2025-07-01,1000,5000,-572638.5
2025-07-01,1000,5100,-35315.28
2025-07-01,1000,5300,-35006.58
2025-07-01,1000,5500,-158826.15
2025-07-01,1000,6100,-36097.26
2025-07-01,1000,6200,-4769.86
2025-07-01,2000,5100,-28894.32
2025-07-01,2000,5500,-31765.23
2025-07-01,2000,6200,-2384.93
2025-07-01,3000,5200,-73624.95
2025-07-01,3000,5300,-15002.82
2025-07-01,3000,5500,-40841.01
2025-07-01,3000,6200,-2861.91
2025-07-01,4000,4000,1238658.75
2025-07-01,4000,4100,330309.0
2025-07-01,4000,4200,77219.1
2025-07-01,4000,5500,-72606.24
2025-07-01,4000,5800,-10594.58
2025-07-01,4000,6200,-3577.39
2025-07-01,5000,5500,-22689.45
2025-07-01,5000,5700,-39366.6
2025-07-01,5000,5800,-3852.58
2025-07-01,5000,6200,-2384.93
2025-07-01,6000,5500,-40841.01
2025-07-01,6000,5600,-38808.0
2025-07-01,6000,6000,-8589.58
2025-07-01,6000,6100,-19436.99
2025-07-01,6000,6200,-2384.93
2025-07-01,7000,5500,-36303.12
2025-07-01,7000,5800,-4815.72
2025-07-01,7000,6000,-7362.5
2025-07-01,7000,6200,-1907.94
2025-07-01,8000,5400,-19882.04
2025-07-01,8000,5500,-49916.79
2025-07-01,8000,5900,-10916.66
2025-07-01,8000,6000,-8589.58
2025-07-01,8000,6200,-3577.39
2025-08-01,1000,5000,-438243.75
2025-08-01,1000,5100,-27027.0
2025-08-01,1000,5300,-26790.75
2025-08-01,1000,5500,-121550.63
2025-08-01,1000,6100,-27625.46
2025-08-01,1000,6200,-3650.4
2025-08-01,2000,5100,-22113.0
2025-08-01,2000,5500,-24310.13
2025-08-01,2000,6200,-1825.2
2025-08-01,3000,5200,-56345.63
2025-08-01,3000,5300,-11481.75
2025-08-01,3000,5500,-31255.88
2025-08-01,3000,6200,-2190.24
2025-08-01,4000,4000,947953.13
2025-08-01,4000,4100,252787.5
2025-08-01,4000,4200,59096.25
2025-08-01,4000,5500,-55566.0
2025-08-01,4000,5800,-8108.1
2025-08-01,4000,6200,-2737.8
2025-08-01,5000,5500,-17364.38
2025-08-01,5000,5700,-30127.5
2025-08-01,5000,5800,-2948.4
2025-08-01,5000,6200,-1825.2
2025-08-01,6000,5500,-31255.88
2025-08-01,6000,5600,-29700.0
2025-08-01,6000,6000,-6573.66
2025-08-01,6000,6100,-14875.24
2025-08-01,6000,6200,-1825.2
2025-08-01,7000,5500,-27783.0
2025-08-01,7000,5800,-3685.5
2025-08-01,7000,6000,-5634.56
2025-08-01,7000,6200,-1460.16
2025-08-01,8000,5400,-15215.85
2025-08-01,8000,5500,-38201.63
2025-08-01,8000,5900,-8354.59
2025-08-01,8000,6000,-6573.66
2025-08-01,8000,6200,-2737.8
2025-09-01,1000,5000,-613541.25
2025-09-01,1000,5100,-37837.8
2025-09-01,1000,5300,-37507.05
2025-09-01,1000,5500,-170170.88
2025-09-01,1000,6100,-38675.64
2025-09-01,1000,6200,-5110.56
2025-09-01,2000,5100,-30958.2
2025-09-01,2000,5500,-34034.18
2025-09-01,2000,6200,-2555.28
2025-09-01,3000,5200,-78883.88
2025-09-01,3000,5300,-16074.45
2025-09-01,3000,5500,-43758.23
2025-09-01,3000,6200,-3066.34
2025-09-01,4000,4000,1327134.38
2025-09-01,4000,4100,353902.5
2025-09-01,4000,4200,82734.75
2025-09-01,4000,5500,-77792.4
2025-09-01,4000,5800,-11351.34
2025-09-01,4000,6200,-3832.92
2025-09-01,5000,5500,-24310.13
2025-09-01,5000,5700,-42178.5
2025-09-01,5000,5800,-4127.76
2025-09-01,5000,6200,-2555.28
2025-09-01,6000,5500,-43758.23
2025-09-01,6000,5600,-41580.0
2025-09-01,6000,6000,-9203.12
2025-09-01,6000,6100,-20825.34
2025-09-01,6000,6200,-2555.28
2025-09-01,7000,5500,-38896.2
2025-09-01,7000,5800,-5159.7
2025-09-01,7000,6000,-7888.39
2025-09-01,7000,6200,-2044.22
2025-09-01,8000,5400,-21302.19
2025-09-01,8000,5500,-53482.28
2025-09-01,8000,5900,-11696.42
2025-09-01,8000,6000,-9203.12
2025-09-01,8000,6200,-3832.92
2025-10-01,1000,5000,-631071.0
2025-10-01,1000,5100,-38918.88
2025-10-01,1000,5300,-38578.68
2025-10-01,1000,5500,-175032.9
2025-10-01,1000,6100,-39780.66
2025-10-01,1000,6200,-5256.58
2025-10-01,2000,5100,-31842.72
2025-10-01,2000,5500,-35006.58
2025-10-01,2000,6200,-2628.29
2025-10-01,3000,5200,-81137.7
2025-10-01,3000,5300,-16533.72
2025-10-01,3000,5500,-45008.46
2025-10-01,3000,6200,-3153.95
2025-10-01,4000,4000,1365052.5
2025-10-01,4000,4100,364014.0
2025-10-01,4000,4200,85098.6
2025-10-01,4000,5500,-80015.04
2025-10-01,4000,5800,-11675.66
2025-10-01,4000,6200,-3942.43
2025-10-01,5000,5500,-25004.7
2025-10-01,5000,5700,-43383.6
2025-10-01,5000,5800,-4245.7
2025-10-01,5000,6200,-2628.29
2025-10-01,6000,5500,-45008.46
2025-10-01,6000,5600,-42768.0
2025-10-01,6000,6000,-9466.07
2025-10-01,6000,6100,-21420.35
2025-10-01,6000,6200,-2628.29
2025-10-01,7000,5500,-40007.52
2025-10-01,7000,5800,-5307.12
2025-10-01,7000,6000,-8113.77
2025-10-01,7000,6200,-2102.63
2025-10-01,8000,5400,-21910.82
2025-10-01,8000,5500,-55010.34
2025-10-01,8000,5900,-12030.61
2025-10-01,8000,6000,-9466.07
2025-10-01,8000,6200,-3942.43
2025-11-01,1000,5000,-642757.5
2025-11-01,1000,5100,-39639.6
2025-11-01,1000,5300,-39293.1
2025-11-01,1000,5500,-178274.25
2025-11-01,1000,6100,-40517.33
2025-11-01,1000,6200,-5353.92
2025-11-01,2000,5100,-32432.4
2025-11-01,2000,5500,-35654.85
2025-11-01,2000,6200,-2676.96
2025-11-01,3000,5200,-82640.25
2025-11-01,3000,5300,-16839.9
2025-11-01,3000,5500,-45841.95
2025-11-01,3000,6200,-3212.35
2025-11-01,4000,4000,1390331.25
2025-11-01,4000,4100,370755.0
2025-11-01,4000,4200,86674.5
2025-11-01,4000,5500,-81496.8
2025-11-01,4000,5800,-11891.88
2025-11-01,4000,6200,-4015.44
2025-11-01,5000,5500,-25467.75
2025-11-01,5000,5700,-44187.0
2025-11-01,5000,5800,-4324.32
2025-11-01,5000,6200,-2676.96
2025-11-01,6000,5500,-45841.95
2025-11-01,6000,5600,-43560.0
2025-11-01,6000,6000,-9641.36
2025-11-01,6000,6100,-21817.03
2025-11-01,6000,6200,-2676.96
2025-11-01,7000,5500,-40748.4
2025-11-01,7000,5800,-5405.4
2025-11-01,7000,6000,-8264.03
2025-11-01,7000,6200,-2141.57
2025-11-01,8000,5400,-22316.58
2025-11-01,8000,5500,-56029.05
2025-11-01,8000,5900,-12253.4
2025-11-01,8000,6000,-9641.36
2025-11-01,8000,6200,-4015.44
2025-12-01,1000,5000,-636914.25
2025-12-01,1000,5100,-39279.24
2025-12-01,1000,5300,-38935.89
2025-12-01,1000,5500,-176653.58
2025-12-01,1000,6100,-40148.99
2025-12-01,1000,6200,-5305.25
2025-12-01,2000,5100,-32137.56
2025-12-01,2000,5500,-35330.72
2025-12-01,2000,6200,-2652.62
2025-12-01,3000,5200,-81888.98
2025-12-01,3000,5300,-16686.81
2025-12-01,3000,5500,-45425.21
2025-12-01,3000,6200,-3183.15
2025-12-01,4000,4000,1377691.88
2025-12-01,4000,4100,367384.5
2025-12-01,4000,4200,85886.55
2025-12-01,4000,5500,-80755.92
2025-12-01,4000,5800,-11783.77
2025-12-01,4000,6200,-3978.94
2025-12-01,5000,5500,-25236.23
2025-12-01,5000,5700,-43785.3
2025-12-01,5000,5800,-4285.01
2025-12-01,5000,6200,-2652.62
2025-12-01,6000,5500,-45425.21
2025-12-01,6000,5600,-43164.0
2025-12-01,6000,6000,-9553.71
2025-12-01,6000,6100,-21618.69
2025-12-01,6000,6200,-2652.62
2025-12-01,7000,5500,-40377.96
2025-12-01,7000,5800,-5356.26
2025-12-01,7000,6000,-8188.9
2025-12-01,7000,6200,-2122.1
2025-12-01,8000,5400,-22113.7
2025-12-01,8000,5500,-55519.7
2025-12-01,8000,5900,-12142.0
2025-12-01,8000,6000,-9553.71
2025-12-01,8000,6200,-3978.94
