date,cost_center_id,account_id,forecast_amount
2024-08-01,8000,5500,-37100.63
2024-08-01,8000,5900,-7946.81
2024-08-01,8000,6000,-6417.45
2024-08-01,8000,6200,-2478.84
2024-09-01,1000,5000,-596785.37
2024-09-01,1000,5100,-35115.5
2024-09-01,1000,5300,-40176.33
2024-09-01,1000,5500,-164434.72
2024-09-01,1000,6100,-35768.69
2024-09-01,1000,6200,-5073.77
2024-09-01,2000,5100,-28775.49
2024-09-01,2000,5500,-32262.71
2024-09-01,2000,6200,-2270.25
2024-09-01,3000,5200,-73006.29
2024-09-01,3000,5300,-18329.79
2024-09-01,3000,5500,-41981.54
2024-09-01,3000,6200,-2941.06
2024-09-01,4000,4000,1199561.45
2024-09-01,4000,4100,327434.44
2024-09-01,4000,4200,80670.96
2024-09-01,4000,5500,-71700.74
2024-09-01,4000,5800,-10723.12
2024-09-01,4000,6200,-3764.69
2024-09-01,5000,5500,-24354.98
2024-09-01,5000,5700,-43067.34
2024-09-01,5000,5800,-4030.92
2024-09-01,5000,6200,-2567.15
2024-09-01,6000,5500,-42384.02
2024-09-01,6000,5600,-38760.84
2024-09-01,6000,6000,-9075.48
2024-09-01,6000,6100,-19620.27
2024-09-01,6000,6200,-2523.87
2024-09-01,7000,5500,-37786.18
2024-09-01,7000,5800,-5017.77
2024-09-01,7000,6000,-7211.92
2024-09-01,7000,6200,-1960.26
2024-09-01,8000,5400,-20269.59
2024-09-01,8000,5500,-54231.82
2024-09-01,8000,5900,-12550.54
2024-09-01,8000,6000,-9025.81
2024-09-01,8000,6200,-3846.24
2024-10-01,1000,5000,-609664.95
2024-10-01,1000,5100,-38091.52
2024-10-01,1000,5300,-42610.71
2024-10-01,1000,5500,-167697.08
2024-10-01,1000,6100,-39189.53
2024-10-01,1000,6200,-4888.67
2024-10-01,2000,5100,-28867.37
2024-10-01,2000,5500,-31937.24
2024-10-01,2000,6200,-2345.95
2024-10-01,3000,5200,-80328.4
2024-10-01,3000,5300,-18145.26
2024-10-01,3000,5500,-44510.4
2024-10-01,3000,6200,-3081.82
2024-10-01,4000,4000,1294221.07
2024-10-01,4000,4100,331247.44
2024-10-01,4000,4200,82797.58
2024-10-01,4000,5500,-78134.14
2024-10-01,4000,5800,-11476.68
2024-10-01,4000,6200,-3832.16
2024-10-01,5000,5500,-23084.04
2024-10-01,5000,5700,-42661.66
2024-10-01,5000,5800,-4238.52
2024-10-01,5000,6200,-2578.52
2024-10-01,6000,5500,-41785.65
2024-10-01,6000,5600,-39618.33
2024-10-01,6000,6000,-8831.36
2024-10-01,6000,6100,-19236.19
2024-10-01,6000,6200,-2512.34
2024-10-01,7000,5500,-39575.29
2024-10-01,7000,5800,-5006.9
2024-10-01,7000,6000,-7656.95
2024-10-01,7000,6200,-2027.82
2024-10-01,8000,5400,-21352.57
2024-10-01,8000,5500,-53493.96
2024-10-01,8000,5900,-11160.03
2024-10-01,8000,6000,-9545.93
2024-10-01,8000,6200,-3667.04
2024-11-01,1000,5000,-631788.98
2024-11-01,1000,5100,-38533.47
2024-11-01,1000,5300,-41768.91
2024-11-01,1000,5500,-167457.09
2024-11-01,1000,6100,-39760.3
2024-11-01,1000,6200,-5105.03
2024-11-01,2000,5100,-29094.79
2024-11-01,2000,5500,-34614.86
2024-11-01,2000,6200,-2436.02
2024-11-01,3000,5200,-86102.83
2024-11-01,3000,5300,-19697.08
2024-11-01,3000,5500,-41608.02
2024-11-01,3000,6200,-3097.96
2024-11-01,4000,4000,1278687.35
2024-11-01,4000,4100,362390.77
2024-11-01,4000,4200,83236.67
2024-11-01,4000,5500,-77657.88
2024-11-01,4000,5800,-11458.03
2024-11-01,4000,6200,-3893.0
2024-11-01,5000,5500,-24704.44
2024-11-01,5000,5700,-62917.51
2024-11-01,5000,5800,-4511.36
2024-11-01,5000,6200,-2528.16
2024-11-01,6000,5500,-45285.91
2024-11-01,6000,5600,-43192.95
2024-11-01,6000,6000,-9153.51
2024-11-01,6000,6100,-21586.83
2024-11-01,6000,6200,-2575.29
2024-11-01,7000,5500,-37568.93
2024-11-01,7000,5800,-4982.39
2024-11-01,7000,6000,-8012.7
2024-11-01,7000,6200,-2110.95
2024-11-01,8000,5400,-22370.14
2024-11-01,8000,5500,-55376.29
2024-11-01,8000,5900,-11432.42
2024-11-01,8000,6000,-9433.55
2024-11-01,8000,6200,-3933.89
2024-12-01,1000,5000,-623068.14
2024-12-01,1000,5100,-39217.04
2024-12-01,1000,5300,-44142.0
2024-12-01,1000,5500,-174961.24
2024-12-01,1000,6100,-38555.28
2024-12-01,1000,6200,-5054.37
2024-12-01,2000,5100,-28313.32
2024-12-01,2000,5500,-32607.61
2024-12-01,2000,6200,-2515.95
2024-12-01,3000,5200,-83557.68
2024-12-01,3000,5300,-19214.91
2024-12-01,3000,5500,-46444.23
2024-12-01,3000,6200,-2933.55
2024-12-01,4000,4000,1332999.41
2024-12-01,4000,4100,345979.53
2024-12-01,4000,4200,81793.47
2024-12-01,4000,5500,-71506.32
2024-12-01,4000,5800,-11112.32
2024-12-01,4000,6200,-3884.07
2024-12-01,5000,5500,-24951.58
2024-12-01,5000,5700,-42024.4
2024-12-01,5000,5800,-4193.37
2024-12-01,5000,6200,-2505.26
2024-12-01,6000,5500,-40675.65
2024-12-01,6000,5600,-42374.66
2024-12-01,6000,6000,-9240.37
2024-12-01,6000,6100,-20052.88
2024-12-01,6000,6200,-2671.21
2024-12-01,7000,5500,-37019.45
2024-12-01,7000,5800,-5169.78
2024-12-01,7000,6000,-8056.94
2024-12-01,7000,6200,-2023.06
2024-12-01,8000,5400,-22069.29
2024-12-01,8000,5500,-54129.27
2024-12-01,8000,5900,-12367.8
2024-12-01,8000,6000,-9312.41
2024-12-01,8000,6200,-3852.57
2025-01-01,1000,5000,-581070.23
2025-01-01,1000,5100,-33438.8
2025-01-01,1000,5300,-41920.12
2025-01-01,1000,5500,-148692.97
2025-01-01,1000,6100,-36502.64
2025-01-01,1000,6200,-4612.88
2025-01-01,2000,5100,-26828.93
2025-01-01,2000,5500,-31968.99
2025-01-01,2000,6200,-2020.03
2025-01-01,3000,5200,-84838.21
2025-01-01,3000,5300,-19383.22
2025-01-01,3000,5500,-41927.51
2025-01-01,3000,6200,-2728.31
2025-01-01,4000,4000,1191484.3
2025-01-01,4000,4100,321416.23
2025-01-01,4000,4200,76687.52
2025-01-01,4000,5500,-73491.66
2025-01-01,4000,5800,-10981.56
2025-01-01,4000,6200,-3555.81
2025-01-01,5000,5500,-23199.29
2025-01-01,5000,5700,-39490.37
2025-01-01,5000,5800,-4040.81
2025-01-01,5000,6200,-2312.2
2025-01-01,6000,5500,-38441.34
2025-01-01,6000,5600,-40177.58
2025-01-01,6000,6000,-8603.43
2025-01-01,6000,6100,-20197.27
2025-01-01,6000,6200,-2343.38
2025-01-01,7000,5500,-36683.06
2025-01-01,7000,5800,-4960.61
2025-01-01,7000,6000,-7494.82
2025-01-01,7000,6200,-1899.11
2025-01-01,8000,5400,-19630.64
2025-01-01,8000,5500,-49177.46
2025-01-01,8000,5900,-10536.03
2025-01-01,8000,6000,-8524.86
2025-01-01,8000,6200,-3415.88
2025-02-01,1000,5000,-640193.83
2025-02-01,1000,5100,-34193.66
2025-02-01,1000,5300,-42623.67
2025-02-01,1000,5500,-156256.98
2025-02-01,1000,6100,-36310.68
2025-02-01,1000,6200,-4520.68
2025-02-01,2000,5100,-23992.59
2025-02-01,2000,5500,-32463.45
2025-02-01,2000,6200,-2147.78
2025-02-01,3000,5200,-82655.09
2025-02-01,3000,5300,-19084.87
2025-02-01,3000,5500,-41282.84
2025-02-01,3000,6200,-2849.48
2025-02-01,4000,4000,1232762.49
2025-02-01,4000,4100,323400.56
2025-02-01,4000,4200,71144.41
2025-02-01,4000,5500,-73322.7
2025-02-01,4000,5800,-10366.15
2025-02-01,4000,6200,-3335.44
2025-02-01,5000,5500,-22998.22
2025-02-01,5000,5700,-38216.54
2025-02-01,5000,5800,-3927.88
2025-02-01,5000,6200,-2401.98
2025-02-01,6000,5500,-41732.91
2025-02-01,6000,5600,-37395.93
2025-02-01,6000,6000,-8313.94
2025-02-01,6000,6100,-20324.27
2025-02-01,6000,6200,-2376.52
2025-02-01,7000,5500,-33151.04
2025-02-01,7000,5800,-4936.64
2025-02-01,7000,6000,-7412.89
2025-02-01,7000,6200,-1857.08
2025-02-01,8000,5400,-19062.29
2025-02-01,8000,5500,-49054.37
2025-02-01,8000,5900,-10668.31
2025-02-01,8000,6000,-8304.59
2025-02-01,8000,6200,-3362.13
2025-03-01,1000,5000,-625031.97
2025-03-01,1000,5100,-38119.21
2025-03-01,1000,5300,-47922.32
2025-03-01,1000,5500,-180075.29
2025-03-01,1000,6100,-38630.79
2025-03-01,1000,6200,-4783.26
2025-03-01,2000,5100,-26216.57
2025-03-01,2000,5500,-34216.25
2025-03-01,2000,6200,-2254.31
2025-03-01,3000,5200,-91861.01
2025-03-01,3000,5300,-22448.41
2025-03-01,3000,5500,-44449.44
2025-03-01,3000,6200,-3135.89
2025-03-01,4000,4000,1240580.43
2025-03-01,4000,4100,334690.57
2025-03-01,4000,4200,82099.62
2025-03-01,4000,5500,-78110.63
2025-03-01,4000,5800,-11105.21
2025-03-01,4000,6200,-4141.8
2025-03-01,5000,5500,-24726.74
2025-03-01,5000,5700,-39917.32
2025-03-01,5000,5800,-3874.44
2025-03-01,5000,6200,-2424.03
2025-03-01,6000,5500,-43461.39
2025-03-01,6000,5600,-45979.67
2025-03-01,6000,6000,-9080.67
2025-03-01,6000,6100,-19656.19
2025-03-01,6000,6200,-2624.78
2025-03-01,7000,5500,-41132.14
2025-03-01,7000,5800,-5152.11
2025-03-01,7000,6000,-7746.1
2025-03-01,7000,6200,-2005.18
2025-03-01,8000,5400,-19553.49
2025-03-01,8000,5500,-52472.14
2025-03-01,8000,5900,-12019.03
2025-03-01,8000,6000,-8702.74
2025-03-01,8000,6200,-3700.88
2025-04-01,1000,5000,-626724.31
2025-04-01,1000,5100,-34674.95
2025-04-01,1000,5300,-46259.77
2025-04-01,1000,5500,-172028.88
2025-04-01,1000,6100,-39508.56
2025-04-01,1000,6200,-4814.31
2025-04-01,2000,5100,-25375.95
2025-04-01,2000,5500,-33586.05
2025-04-01,2000,6200,-2089.29
2025-04-01,3000,5200,-93173.61
2025-04-01,3000,5300,-19569.5
2025-04-01,3000,5500,-41747.68
2025-04-01,3000,6200,-2892.23
2025-04-01,4000,4000,1281338.49
2025-04-01,4000,4100,336170.52
2025-04-01,4000,4200,79127.88
2025-04-01,4000,5500,-79956.88
2025-04-01,4000,5800,-11174.97
2025-04-01,4000,6200,-3665.3
2025-04-01,5000,5500,-25322.73
2025-04-01,5000,5700,-63792.94
2025-04-01,5000,5800,-4051.13
2025-04-01,5000,6200,-2441.29
2025-04-01,6000,5500,-43720.88
2025-04-01,6000,5600,-45074.42
2025-04-01,6000,6000,-8445.94
2025-04-01,6000,6100,-21806.65
2025-04-01,6000,6200,-2543.96
2025-04-01,7000,5500,-39593.34
2025-04-01,7000,5800,-4743.05
2025-04-01,7000,6000,-7411.21
2025-04-01,7000,6200,-1918.75
2025-04-01,8000,5400,-20294.7
2025-04-01,8000,5500,-55003.19
2025-04-01,8000,5900,-11451.68
2025-04-01,8000,6000,-9395.9
2025-04-01,8000,6200,-3701.8
2025-05-01,1000,5000,-618021.61
2025-05-01,1000,5100,-36382.53
2025-05-01,1000,5300,-50091.86
2025-05-01,1000,5500,-152739.3
2025-05-01,1000,6100,-38947.23
2025-05-01,1000,6200,-5065.6
2025-05-01,2000,5100,-26846.65
2025-05-01,2000,5500,-32152.77
2025-05-01,2000,6200,-2280.5
2025-05-01,3000,5200,-89819.79
2025-05-01,3000,5300,-19968.56
2025-05-01,3000,5500,-42421.61
2025-05-01,3000,6200,-2941.82
2025-05-01,4000,4000,1209734.87
2025-05-01,4000,4100,341380.38
2025-05-01,4000,4200,78789.8
2025-05-01,4000,5500,-74127.26
2025-05-01,4000,5800,-10915.42
2025-05-01,4000,6200,-3790.96
2025-05-01,5000,5500,-25134.59
2025-05-01,5000,5700,-54036.88
2025-05-01,5000,5800,-4241.49
2025-05-01,5000,6200,-2460.14
2025-05-01,6000,5500,-42589.91
2025-05-01,6000,5600,-43189.22
2025-05-01,6000,6000,-8736.22
2025-05-01,6000,6100,-20265.76
2025-05-01,6000,6200,-2378.94
2025-05-01,7000,5500,-40073.18
2025-05-01,7000,5800,-4500.52
2025-05-01,7000,6000,-7658.95
2025-05-01,7000,6200,-2001.22
2025-05-01,8000,5400,-20089.88
2025-05-01,8000,5500,-52529.37
2025-05-01,8000,5900,-10247.61
2025-05-01,8000,6000,-9176.76
2025-05-01,8000,6200,-3666.55
2025-06-01,1000,5000,-619030.78
2025-06-01,1000,5100,-36034.55
2025-06-01,1000,5300,-45275.86
2025-06-01,1000,5500,-188609.68
2025-06-01,1000,6100,-40367.26
2025-06-01,1000,6200,-4737.21
2025-06-01,2000,5100,-27452.5
2025-06-01,2000,5500,-36821.14
2025-06-01,2000,6200,-2227.41
2025-06-01,3000,5200,-92572.54
2025-06-01,3000,5300,-19835.23
2025-06-01,3000,5500,-43431.65
2025-06-01,3000,6200,-3051.89
2025-06-01,4000,4000,1297399.47
2025-06-01,4000,4100,365750.54
2025-06-01,4000,4200,73188.52
2025-06-01,4000,5500,-77363.07
2025-06-01,4000,5800,-10898.55
2025-06-01,4000,6200,-3852.1
2025-06-01,5000,5500,-23405.02
2025-06-01,5000,5700,-38726.75
2025-06-01,5000,5800,-4112.0
2025-06-01,5000,6200,-2492.47
2025-06-01,6000,5500,-40788.5
2025-06-01,6000,5600,-44267.99
2025-06-01,6000,6000,-8712.31
2025-06-01,6000,6100,-21190.54
2025-06-01,6000,6200,-2660.19
2025-06-01,7000,5500,-39068.88
2025-06-01,7000,5800,-5184.47
2025-06-01,7000,6000,-8153.67
2025-06-01,7000,6200,-2086.1
2025-06-01,8000,5400,-20176.89
2025-06-01,8000,5500,-51817.8
2025-06-01,8000,5900,-11665.23
2025-06-01,8000,6000,-8903.74
2025-06-01,8000,6200,-3721.31
2025-07-01,1000,5000,-593028.69
2025-07-01,1000,5100,-34371.31
2025-07-01,1000,5300,-39793.47
2025-07-01,1000,5500,-162936.36
2025-07-01,1000,6100,-38233.81
2025-07-01,1000,6200,-4919.25
2025-07-01,2000,5100,-29045.66
2025-07-01,2000,5500,-31612.47
2025-07-01,2000,6200,-2292.47
2025-07-01,3000,5200,-80945.61
2025-07-01,3000,5300,-17514.8
2025-07-01,3000,5500,-41027.72
2025-07-01,3000,6200,-2746.37
2025-07-01,4000,4000,1241157.15
2025-07-01,4000,4100,342665.18
2025-07-01,4000,4200,80595.53
2025-07-01,4000,5500,-72537.03
2025-07-01,4000,5800,-10029.4
2025-07-01,4000,6200,-3558.51
2025-07-01,5000,5500,-23289.13
2025-07-01,5000,5700,-39169.33
2025-07-01,5000,5800,-3648.8
2025-07-01,5000,6200,-2450.34
2025-07-01,6000,5500,-44001.26
2025-07-01,6000,5600,-39800.55
2025-07-01,6000,6000,-8093.01
2025-07-01,6000,6100,-21397.05
2025-07-01,6000,6200,-2324.12
2025-07-01,7000,5500,-38553.84
2025-07-01,7000,5800,-4632.55
2025-07-01,7000,6000,-7173.56
2025-07-01,7000,6200,-1938.66
2025-07-01,8000,5400,-20028.48
2025-07-01,8000,5500,-51056.94
2025-07-01,8000,5900,-10399.79
2025-07-01,8000,6000,-8731.53
2025-07-01,8000,6200,-3656.51
2025-08-01,1000,5000,-467152.17
2025-08-01,1000,5100,-28001.12
2025-08-01,1000,5300,-32376.26
2025-08-01,1000,5500,-129863.68
2025-08-01,1000,6100,-28517.87
2025-08-01,1000,6200,-3613.83
2025-08-01,2000,5100,-21317.32
2025-08-01,2000,5500,-24340.45
2025-08-01,2000,6200,-1733.01
2025-08-01,3000,5200,-66001.0
2025-08-01,3000,5300,-14176.64
2025-08-01,3000,5500,-34430.37
2025-08-01,3000,6200,-2114.32
2025-08-01,4000,4000,926708.38
2025-08-01,4000,4100,243153.51
2025-08-01,4000,4200,55106.9
2025-08-01,4000,5500,-56000.52
2025-08-01,4000,5800,-8301.97
2025-08-01,4000,6200,-2682.73
2025-08-01,5000,5500,-17895.68
2025-08-01,5000,5700,-29707.51
2025-08-01,5000,5800,-3140.09
2025-08-01,5000,6200,-1778.3
2025-08-01,6000,5500,-31424.23
2025-08-01,6000,5600,-31812.61
2025-08-01,6000,6000,-6271.33
2025-08-01,6000,6100,-16127.53
2025-08-01,6000,6200,-1756.07
2025-08-01,7000,5500,-28915.35
2025-08-01,7000,5800,-3679.04
2025-08-01,7000,6000,-5402.96
2025-08-01,7000,6200,-1444.69
2025-08-01,8000,5400,-15930.25
2025-08-01,8000,5500,-35595.46
2025-08-01,8000,5900,-8412.85
2025-08-01,8000,6000,-6854.54
2025-08-01,8000,6200,-2567.48
2025-09-01,1000,5000,-686406.9
2025-09-01,1000,5100,-39664.84
2025-09-01,1000,5300,-45068.26
2025-09-01,1000,5500,-179877.71
2025-09-01,1000,6100,-39049.73
2025-09-01,1000,6200,-4788.01
2025-09-01,2000,5100,-28836.23
2025-09-01,2000,5500,-34869.22
2025-09-01,2000,6200,-2399.64
2025-09-01,3000,5200,-90000.22
2025-09-01,3000,5300,-18718.31
2025-09-01,3000,5500,-43915.03
2025-09-01,3000,6200,-2883.4
2025-09-01,4000,4000,1356328.27
2025-09-01,4000,4100,362848.17
2025-09-01,4000,4200,85261.57
2025-09-01,4000,5500,-81235.43
2025-09-01,4000,5800,-11254.92
2025-09-01,4000,6200,-3698.55
2025-09-01,5000,5500,-23310.39
2025-09-01,5000,5700,-40309.21
2025-09-01,5000,5800,-4511.07
2025-09-01,5000,6200,-2540.1
2025-09-01,6000,5500,-42132.29
2025-09-01,6000,5600,-43615.22
2025-09-01,6000,6000,-9074.72
2025-09-01,6000,6100,-21255.89
2025-09-01,6000,6200,-2367.08
2025-09-01,7000,5500,-41965.74
2025-09-01,7000,5800,-5360.94
2025-09-01,7000,6000,-7849.12
2025-09-01,7000,6200,-2049.6
2025-09-01,8000,5400,-21488.1
2025-09-01,8000,5500,-53656.3
2025-09-01,8000,5900,-11347.84
2025-09-01,8000,6000,-8880.5
2025-09-01,8000,6200,-3835.61
2025-10-01,1000,5000,-672480.94
2025-10-01,1000,5100,-35741.94
2025-10-01,1000,5300,-47790.57
2025-10-01,1000,5500,-180574.22
2025-10-01,1000,6100,-38823.08
2025-10-01,1000,6200,-5343.2
2025-10-01,2000,5100,-29372.93
2025-10-01,2000,5500,-36157.35
2025-10-01,2000,6200,-2417.85
2025-10-01,3000,5200,-89171.08
2025-10-01,3000,5300,-19174.82
2025-10-01,3000,5500,-45701.33
2025-10-01,3000,6200,-3379.99
2025-10-01,4000,4000,1336037.98
2025-10-01,4000,4100,357556.18
2025-10-01,4000,4200,83341.74
2025-10-01,4000,5500,-82025.05
2025-10-01,4000,5800,-11502.58
2025-10-01,4000,6200,-3962.64
2025-10-01,5000,5500,-24357.11
2025-10-01,5000,5700,-42253.13
2025-10-01,5000,5800,-4327.61
2025-10-01,5000,6200,-2696.36
2025-10-01,6000,5500,-47322.48
2025-10-01,6000,5600,-46097.1
2025-10-01,6000,6000,-9752.38
2025-10-01,6000,6100,-22602.15
2025-10-01,6000,6200,-2856.57
2025-10-01,7000,5500,-40838.94
2025-10-01,7000,5800,-5438.6
2025-10-01,7000,6000,-8419.29
2025-10-01,7000,6200,-2108.06
2025-10-01,8000,5400,-22854.62
2025-10-01,8000,5500,-55337.72
2025-10-01,8000,5900,-11701.76
2025-10-01,8000,6000,-8988.0
2025-10-01,8000,6200,-3976.54
2025-11-01,1000,5000,-667650.37
2025-11-01,1000,5100,-42267.5
2025-11-01,1000,5300,-48355.99
2025-11-01,1000,5500,-183482.29
2025-11-01,1000,6100,-42877.15
2025-11-01,1000,6200,-5164.64
2025-11-01,2000,5100,-30820.21
2025-11-01,2000,5500,-33974.72
2025-11-01,2000,6200,-2645.57
2025-11-01,3000,5200,-92434.82
2025-11-01,3000,5300,-20274.73
2025-11-01,3000,5500,-47085.81
2025-11-01,3000,6200,-3305.12
2025-11-01,4000,4000,1403952.58
2025-11-01,4000,4100,371418.38
2025-11-01,4000,4200,85054.76
2025-11-01,4000,5500,-89371.89
2025-11-01,4000,5800,-12301.1
2025-11-01,4000,6200,-3845.15
2025-11-01,5000,5500,-26032.57
2025-11-01,5000,5700,-61741.48
2025-11-01,5000,5800,-4244.15
2025-11-01,5000,6200,-2626.24
2025-11-01,6000,5500,-46856.71
2025-11-01,6000,5600,-46413.94
2025-11-01,6000,6000,-9898.38
2025-11-01,6000,6100,-22829.99
2025-11-01,6000,6200,-2622.23
2025-11-01,7000,5500,-41501.29
2025-11-01,7000,5800,-5383.75
2025-11-01,7000,6000,-8145.75
2025-11-01,7000,6200,-2174.79
2025-11-01,8000,5400,-22510.39
2025-11-01,8000,5500,-55449.78
2025-11-01,8000,5900,-11903.09
2025-11-01,8000,6000,-10206.92
2025-11-01,8000,6200,-4020.17
2025-12-01,1000,5000,-597443.38
2025-12-01,1000,5100,-39434.92
2025-12-01,1000,5300,-48589.74
2025-12-01,1000,5500,-183536.6
2025-12-01,1000,6100,-40893.09
2025-12-01,1000,6200,-5445.83
2025-12-01,2000,5100,-30879.22
2025-12-01,2000,5500,-33913.71
2025-12-01,2000,6200,-2465.4
2025-12-01,3000,5200,-90784.77
2025-12-01,3000,5300,-20120.86
2025-12-01,3000,5500,-45203.28
2025-12-01,3000,6200,-3211.74
2025-12-01,4000,4000,1373464.29
2025-12-01,4000,4100,390638.84
2025-12-01,4000,4200,90779.41
2025-12-01,4000,5500,-84939.46
2025-12-01,4000,5800,-11789.92
2025-12-01,4000,6200,-4035.8
2025-12-01,5000,5500,-25734.4
2025-12-01,5000,5700,-43562.89
2025-12-01,5000,5800,-4207.37
2025-12-01,5000,6200,-2842.75
2025-12-01,6000,5500,-46016.57
2025-12-01,6000,5600,-45846.81
2025-12-01,6000,6000,-9620.32
2025-12-01,6000,6100,-21436.02
2025-12-01,6000,6200,-2527.05
2025-12-01,7000,5500,-38491.86
2025-12-01,7000,5800,-5574.71
2025-12-01,7000,6000,-7998.37
2025-12-01,7000,6200,-2210.49
2025-12-01,8000,5400,-21584.61
2025-12-01,8000,5500,-59202.07
2025-12-01,8000,5900,-12152.7
2025-12-01,8000,6000,-9636.76
2025-12-01,8000,6200,-4100.85
